73,"keller williams realty,admin@ inc.",keller williams realty,kw.com
74,"lowe's companies,admin@ inc.",lowe's companies,lowes.com
75,united states marine corps,admin@marines.com,district of columbia,united states
76,dell emc,admin@dellemc.com,massachusetts,united states
77,tech mahindra,admin@techmahindra.com,maharashtra,india
78,verizon wireless,admin@verizonwireless.com,new jersey,united states
79,sanofi,admin@sanofi.com,île-de-france,france
80,bnp paribas,admin@bnpparibas.com,île-de-france,france
81,deutsche bank,admin@db.com,hessen,germany
82,tencent,admin@tencent.com,guangdong,china
83,j.p. morgan,admin@jpmorgan.com,new york,united states
84,verizon,admin@verizon.com,new jersey,united states
85,l'oréal,admin@loreal.com,île-de-france,france
86,kpmg,admin@kpmg.com,new jersey,united states
87,orange,admin@orange.com,île-de-france,france
88,linkedin,admin@linkedin.com,california,united states
89,barclays,admin@barclays.com,greater london,united kingdom
90,facebook,admin@facebook.com,california,united states
91,northrop grumman corporation,admin@northropgrumman.com,virginia,united states
92,fca fiat chrysler automobiles,admin@fcagroup.com,turin,united kingdom
93,adp,admin@adp.com,new jersey,united states
94,medtronic,admin@medtronic.com,minnesota,united states
95,abbott,admin@abbott.com,illinois,united states
96,chevron,admin@chevron.com,california,united states
97,roche,admin@roche.com,basel-city,switzerland
98,american express,admin@americanexpress.com,new york,united states
99,samsung electronics,admin@samsung.com,south carolina,united states
